Monthly mean sea levels with the average seasonal cycle removed.
The values are in meters relative to the most recent Mean Sea Level datum established by CO-OPS.
Column values are the Year, Month, Monthly Mean, Relative Sea Level Trend Line, Higher 95% Confidence Interval, and Lower 95% Confidence Interval.
Product of NOAA’s National Ocean Service / Center for Operational Oceanographic Products and Services (CO-OPS)

Year   Month    Monthly_MSL        Linear_Trend     High_Conf.      Low_Conf.
1942   8        -0.123          -0.108           -0.102          -0.114          
1942   9        -0.149          -0.108           -0.102          -0.113          
1942   10       -0.147          -0.108           -0.102          -0.113          
1942   11       -0.089          -0.107           -0.102          -0.113          
1942   12       -0.132          -0.107           -0.102          -0.113          
1943   1        -0.197          -0.107           -0.101          -0.113          
1943   2        -0.124          -0.107           -0.101          -0.112          
1943   3        -0.157          -0.107           -0.101          -0.112          
1943   4        -0.068          -0.107           -0.101          -0.112          
1943   5        -0.163          -0.106           -0.101          -0.112          
1943   6        -0.087          -0.106           -0.101          -0.112          
1943   7        -0.116          -0.106           -0.100          -0.112          
1943   8        -0.126          -0.106           -0.100          -0.111          
1943   9        -0.134          -0.106           -0.100          -0.111          
1943   10       -0.061          -0.105           -0.100          -0.111          
1943   11       -0.168          -0.105           -0.100          -0.111          
1943   12       -0.223          -0.105           -0.100          -0.111          
1944   1        -0.136          -0.105           -0.099          -0.111          
1944   2        -0.188          -0.105           -0.099          -0.110          
1944   3        -0.224          -0.105           -0.099          -0.110          
1944   4        -0.123          -0.104           -0.099          -0.110          
1944   5        -0.154          -0.104           -0.099          -0.110          
1944   6        -0.130          -0.104           -0.099          -0.110          
1944   7        -0.140          -0.104           -0.098          -0.109          
1944   8        -0.156          -0.104           -0.098          -0.109          
1944   9        -0.125          -0.104           -0.098          -0.109          
1944   10       -0.141          -0.103           -0.098          -0.109          
1944   11       -0.061          -0.103           -0.098          -0.109          
1944   12       -0.174          -0.103           -0.098          -0.109          
1945   1        -0.145          -0.103           -0.097          -0.108          
1945   2        -0.148          -0.103           -0.097          -0.108          
1945   3        -0.102          -0.103           -0.097          -0.108          
1945   4        -0.229          -0.102           -0.097          -0.108          
1945   5        -0.066          -0.102           -0.097          -0.108          
1945   6        -0.145          -0.102           -0.097          -0.107          
1945   7        -0.110          -0.102           -0.096          -0.107          
1945   8        -0.132          -0.102           -0.096          -0.107          
1945   9        -0.146          -0.102           -0.096          -0.107          
1945   10       -0.156          -0.101           -0.096          -0.107          
1945   11       -0.049          -0.101           -0.096          -0.107          
1945   12       -0.016          -0.101           -0.096          -0.106          
1946   1        -0.151          -0.101           -0.095          -0.106          
1946   2        -0.069          -0.101           -0.095          -0.106          
1946   3        -0.105          -0.100           -0.095          -0.106          
1946   4        -0.104          -0.100           -0.095          -0.106          
1946   5        -0.093          -0.100           -0.095          -0.106          
1946   6        -0.081          -0.100           -0.095          -0.105          
1946   7        -0.091          -0.100           -0.094          -0.105          
1946   8        -0.156          -0.100           -0.094          -0.105          
1946   9        -0.100          -0.099           -0.094          -0.105          
1946   10       -0.144          -0.099           -0.094          -0.105          
1946   11       -0.159          -0.099           -0.094          -0.104          
1946   12       -0.116          -0.099           -0.094          -0.104          
1947   1        -0.188          -0.099           -0.093          -0.104          
1947   2        -0.115          -0.099           -0.093          -0.104          
1947   3        -0.102          -0.098           -0.093          -0.104          
1947   4        -0.147          -0.098           -0.093          -0.104          
1947   5        -0.121          -0.098           -0.093          -0.103          
1947   6        -0.066          -0.098           -0.092          -0.103          
1947   7        -0.097          -0.098           -0.092          -0.103          
1947   8        -0.120          -0.098           -0.092          -0.103          
1947   9        -0.149          -0.097           -0.092          -0.103          
1947   10       0.006           -0.097           -0.092          -0.103          
1947   11       -0.192          -0.097           -0.092          -0.102          
1947   12       -0.156          -0.097           -0.091          -0.102          
1948   1        -0.157          -0.097           -0.091          -0.102          
1948   2        -0.118          -0.096           -0.091          -0.102          
1948   3        -0.130          -0.096           -0.091          -0.102          
1948   4        0.036           -0.096           -0.091          -0.101          
1948   5        -0.020          -0.096           -0.091          -0.101          
1948   6        -0.060          -0.096           -0.090          -0.101          
1948   7        -0.076          -0.096           -0.090          -0.101          
1948   8        -0.092          -0.095           -0.090          -0.101          
1948   9        -0.100          -0.095           -0.090          -0.101          
1948   10       -0.150          -0.095           -0.090          -0.100          
1948   11       -0.162          -0.095           -0.090          -0.100          
1948   12       -0.104          -0.095           -0.089          -0.100          
1949   1        -0.312          -0.095           -0.089          -0.100          
1949   2        -0.051          -0.094           -0.089          -0.100          
1949   3        -0.057          -0.094           -0.089          -0.099          
1949   4        -0.165          -0.094           -0.089          -0.099          
1949   5        -0.075          -0.094           -0.089          -0.099          
1949   6        -0.130          -0.094           -0.088          -0.099          
1949   7        -0.140          -0.094           -0.088          -0.099          
1949   8        -0.117          -0.093           -0.088          -0.099          
1949   9        -0.125          -0.093           -0.088          -0.098          
1949   10       -0.235          -0.093           -0.088          -0.098          
1949   11       -0.122          -0.093           -0.088          -0.098          
1949   12       -0.174          -0.093           -0.087          -0.098          
1950   1        -0.120          -0.092           -0.087          -0.098          
1950   2        -0.096          -0.092           -0.087          -0.098          
1950   3        -0.057          -0.092           -0.087          -0.097          
1950   4        -0.083          -0.092           -0.087          -0.097          
1950   5        -0.154          -0.092           -0.087          -0.097          
1950   6        -0.090          -0.092           -0.086          -0.097          
1950   7        -0.082          -0.091           -0.086          -0.097          
1950   8        -0.098          -0.091           -0.086          -0.096          
1950   9        -0.106          -0.091           -0.086          -0.096          
1950   10       0.036           -0.091           -0.086          -0.096          
1950   11       -0.052          -0.091           -0.086          -0.096          
1950   12       -0.019          -0.091           -0.085          -0.096          
1951   1        -0.072          -0.090           -0.085          -0.096          
1951   2        -0.023          -0.090           -0.085          -0.095          
1951   3        -0.114          -0.090           -0.085          -0.095          
1951   4        -0.132          -0.090           -0.085          -0.095          
1951   5        -0.063          -0.090           -0.085          -0.095          
1951   6        -0.093          -0.090           -0.084          -0.095          
1951   7        -0.058          -0.089           -0.084          -0.095          
1951   8        -0.111          -0.089           -0.084          -0.094          
1951   9        -0.070          -0.089           -0.084          -0.094          
1951   10       -0.028          -0.089           -0.084          -0.094          
1951   11       -0.016          -0.089           -0.083          -0.094          
1951   12       -0.086          -0.088           -0.083          -0.094          
1952   1        0.001           -0.088           -0.083          -0.093          
1952   2        -0.078          -0.088           -0.083          -0.093          
1952   3        -0.124          -0.088           -0.083          -0.093          
1952   4        -0.129          -0.088           -0.083          -0.093          
1952   5        -0.157          -0.088           -0.082          -0.093          
1952   6        -0.112          -0.087           -0.082          -0.093          
1952   7        -0.119          -0.087           -0.082          -0.092          
1952   8        -0.071          -0.087           -0.082          -0.092          
1952   9        -0.113          -0.087           -0.082          -0.092          
1952   10       -0.171          -0.087           -0.082          -0.092          
1952   11       -0.150          -0.087           -0.081          -0.092          
1952   12       0.045           -0.086           -0.081          -0.092          
1953   1        0.078           -0.086           -0.081          -0.091          
1953   2        -0.188          -0.086           -0.081          -0.091          
1953   3        -0.105          -0.086           -0.081          -0.091          
1953   4        -0.123          -0.086           -0.081          -0.091          
1953   5        -0.045          -0.086           -0.080          -0.091          
1953   6        -0.121          -0.085           -0.080          -0.090          
1953   7        -0.125          -0.085           -0.080          -0.090          
1953   8        -0.083          -0.085           -0.080          -0.090          
1953   9        -0.079          -0.085           -0.080          -0.090          
1953   10       -0.095          -0.085           -0.080          -0.090          
1953   11       0.054           -0.085           -0.079          -0.090          
1953   12       -0.120          -0.084           -0.079          -0.089          
1954   1        0.044           -0.084           -0.079          -0.089          
1954   2        -0.011          -0.084           -0.079          -0.089          
1954   3        -0.084          -0.084           -0.079          -0.089          
1954   4        -0.077          -0.084           -0.079          -0.089          
1954   5        -0.090          -0.083           -0.078          -0.089          
1954   6        -0.035          -0.083           -0.078          -0.088          
1954   7        -0.091          -0.083           -0.078          -0.088          
1954   8        -0.092          -0.083           -0.078          -0.088          
1954   9        -0.091          -0.083           -0.078          -0.088          
1954   10       -0.086          -0.083           -0.078          -0.088          
1954   11       -0.046          -0.082           -0.077          -0.087          
1954   12       -0.043          -0.082           -0.077          -0.087          
1955   1        -0.163          -0.082           -0.077          -0.087          
1955   2        -0.206          -0.082           -0.077          -0.087          
1955   3        -0.215          -0.082           -0.077          -0.087          
1955   4        -0.059          -0.082           -0.076          -0.087          
1955   5        -0.176          -0.081           -0.076          -0.086          
1955   6        -0.121          -0.081           -0.076          -0.086          
1955   7        -0.116          -0.081           -0.076          -0.086          
1955   8        -0.156          -0.081           -0.076          -0.086          
1955   9        -0.152          -0.081           -0.076          -0.086          
1955   10       -0.119          -0.081           -0.075          -0.086          
1955   11       -0.107          -0.080           -0.075          -0.085          
1955   12       0.008           -0.080           -0.075          -0.085          
1956   1        0.065           -0.080           -0.075          -0.085          
1956   2        -0.133          -0.080           -0.075          -0.085          
1956   3        -0.084          -0.080           -0.075          -0.085          
1956   4        -0.110          -0.079           -0.074          -0.085          
1956   5        -0.057          -0.079           -0.074          -0.084          
1956   6        -0.051          -0.079           -0.074          -0.084          
1956   7        -0.079          -0.079           -0.074          -0.084          
1956   8        -0.104          -0.079           -0.074          -0.084          
1956   9        -0.088          -0.079           -0.074          -0.084          
1956   10       -0.068          -0.078           -0.073          -0.083          
1956   11       -0.232          -0.078           -0.073          -0.083          
1956   12       -0.156          -0.078           -0.073          -0.083          
1957   1        -0.215          -0.078           -0.073          -0.083          
1957   2        -0.115          -0.078           -0.073          -0.083          
1957   3        -0.029          -0.078           -0.073          -0.083          
1957   4        -0.089          -0.077           -0.072          -0.082          
1957   5        0.032           -0.077           -0.072          -0.082          
1957   6        -0.057          -0.077           -0.072          -0.082          
1957   7        -0.067          -0.077           -0.072          -0.082          
1957   8        -0.062          -0.077           -0.072          -0.082          
1957   9        -0.030          -0.077           -0.072          -0.082          
1957   10       -0.028          -0.076           -0.071          -0.081          
1957   11       -0.122          -0.076           -0.071          -0.081          
1957   12       0.024           -0.076           -0.071          -0.081          
1958   1        0.032           -0.076           -0.071          -0.081          
1958   2        0.153           -0.076           -0.071          -0.081          
1958   3        -0.044          -0.075           -0.070          -0.080          
1958   4        0.006           -0.075           -0.070          -0.080          
1958   5        -0.063          -0.075           -0.070          -0.080          
1958   6        -0.026          -0.075           -0.070          -0.080          
1958   7        -0.070          -0.075           -0.070          -0.080          
1958   8        -0.037          -0.075           -0.070          -0.080          
1958   9        -0.049          -0.074           -0.069          -0.079          
1958   10       -0.046          -0.074           -0.069          -0.079          
1958   11       -0.055          -0.074           -0.069          -0.079          
1958   12       -0.019          -0.074           -0.069          -0.079          
1959   1        0.017           -0.074           -0.069          -0.079          
1959   2        0.019           -0.074           -0.069          -0.079          
1959   3        -0.102          -0.073           -0.068          -0.078          
1959   4        -0.052          -0.073           -0.068          -0.078          
1959   5        -0.078          -0.073           -0.068          -0.078          
1959   6        -0.054          -0.073           -0.068          -0.078          
1959   7        -0.064          -0.073           -0.068          -0.078          
1959   8        -0.071          -0.073           -0.068          -0.078          
1959   9        -0.009          -0.072           -0.067          -0.077          
1959   10       -0.043          -0.072           -0.067          -0.077          
1959   11       -0.125          -0.072           -0.067          -0.077          
1959   12       -0.095          -0.072           -0.067          -0.077          
1960   1        -0.078          -0.072           -0.067          -0.077          
1960   2        -0.048          -0.071           -0.067          -0.076          
1960   3        -0.069          -0.071           -0.066          -0.076          
1960   4        -0.004          -0.071           -0.066          -0.076          
1960   5        -0.020          -0.071           -0.066          -0.076          
1960   6        -0.081          -0.071           -0.066          -0.076          
1960   7        -0.103          -0.071           -0.066          -0.076          
1960   8        -0.083          -0.070           -0.065          -0.075          
1960   9        -0.097          -0.070           -0.065          -0.075          
1960   10       -0.083          -0.070           -0.065          -0.075          
1960   11       -0.067          -0.070           -0.065          -0.075          
1960   12       -0.107          -0.070           -0.065          -0.075          
1961   1        -0.014          -0.070           -0.065          -0.075          
1961   2        0.019           -0.069           -0.064          -0.074          
1961   3        0.047           -0.069           -0.064          -0.074          
1961   4        -0.098          -0.069           -0.064          -0.074          
1961   5        -0.035          -0.069           -0.064          -0.074          
1961   6        -0.054          -0.069           -0.064          -0.074          
1961   7        -0.079          -0.069           -0.064          -0.074          
1961   8        -0.068          -0.068           -0.063          -0.073          
1961   9        -0.097          -0.068           -0.063          -0.073          
1961   10       -0.132          -0.068           -0.063          -0.073          
1961   11       -0.147          -0.068           -0.063          -0.073          
1961   12       -0.116          -0.068           -0.063          -0.073          
1962   1        -0.203          -0.068           -0.063          -0.072          
1962   2        -0.054          -0.067           -0.062          -0.072          
1962   3        -0.114          -0.067           -0.062          -0.072          
1962   4        -0.113          -0.067           -0.062          -0.072          
1962   5        -0.078          -0.067           -0.062          -0.072          
1962   6        -0.136          -0.067           -0.062          -0.072          
1962   7        -0.122          -0.066           -0.061          -0.071          
1962   8        -0.095          -0.066           -0.061          -0.071          
1962   9        -0.079          -0.066           -0.061          -0.071          
1962   10       -0.013          -0.066           -0.061          -0.071          
1962   11       -0.055          -0.066           -0.061          -0.071          
1962   12       -0.098          -0.066           -0.061          -0.071          
1963   1        -0.264          -0.065           -0.060          -0.070          
1963   2        -0.036          -0.065           -0.060          -0.070          
1963   3        -0.111          -0.065           -0.060          -0.070          
1963   4        0.042           -0.065           -0.060          -0.070          
1963   5        -0.029          -0.065           -0.060          -0.070          
1963   6        -0.078          -0.065           -0.060          -0.070          
1963   7        -0.046          -0.064           -0.059          -0.069          
1963   8        -0.080          -0.064           -0.059          -0.069          
1963   9        0.003           -0.064           -0.059          -0.069          
1963   10       0.036           -0.064           -0.059          -0.069          
1963   11       0.042           -0.064           -0.059          -0.069          
1963   12       -0.089          -0.064           -0.059          -0.069          
1964   1        -0.002          -0.063           -0.058          -0.068          
1964   2        -0.276          -0.063           -0.058          -0.068          
1964   3        -0.133          -0.063           -0.058          -0.068          
1964   4        -0.205          -0.063           -0.058          -0.068          
1964   5        -0.163          -0.063           -0.058          -0.068          
1964   6        -0.087          -0.062           -0.057          -0.067          
1964   7        -0.082          -0.062           -0.057          -0.067          
1964   8        -0.050          -0.062           -0.057          -0.067          
1964   9        -0.094          -0.062           -0.057          -0.067          
1964   10       -0.110          -0.062           -0.057          -0.067          
1964   11       -0.080          -0.062           -0.057          -0.067          
1964   12       -0.004          -0.061           -0.056          -0.066          
1965   1        -0.038          -0.061           -0.056          -0.066          
1965   2        -0.148          -0.061           -0.056          -0.066          
1965   3        -0.148          -0.061           -0.056          -0.066          
1965   4        -0.007          -0.061           -0.056          -0.066          
1965   5        -0.167          -0.061           -0.056          -0.066          
1965   6        -0.121          -0.060           -0.055          -0.065          
1965   7        -0.064          -0.060           -0.055          -0.065          
1965   8        -0.028          -0.060           -0.055          -0.065          
1965   9        -0.061          -0.060           -0.055          -0.065          
1965   10       -0.028          -0.060           -0.055          -0.065          
1965   11       0.051           -0.060           -0.055          -0.065          
1965   12       -0.013          -0.059           -0.054          -0.064          
1966   1        0.005           -0.059           -0.054          -0.064          
1966   2        -0.057          -0.059           -0.054          -0.064          
1966   3        -0.026          -0.059           -0.054          -0.064          
1966   4        -0.092          -0.059           -0.054          -0.064          
1966   5        -0.106          -0.058           -0.053          -0.064          
1966   6        -0.118          -0.058           -0.053          -0.063          
1966   7        -0.067          -0.058           -0.053          -0.063          
1966   8        -0.083          -0.058           -0.053          -0.063          
1966   9        -0.067          -0.058           -0.053          -0.063          
1966   10       -0.086          -0.058           -0.053          -0.063          
1966   11       -0.016          -0.057           -0.052          -0.062          
1966   12       0.054           -0.057           -0.052          -0.062          
1967   1        -0.026          -0.057           -0.052          -0.062          
1967   2        -0.112          -0.057           -0.052          -0.062          
1967   3        0.014           -0.057           -0.052          -0.062          
1967   4        -0.004          -0.057           -0.052          -0.062          
1967   5        -0.121          -0.056           -0.051          -0.061          
1967   6        -0.011          -0.056           -0.051          -0.061          
1967   7        -0.052          -0.056           -0.051          -0.061          
1967   8        -0.047          -0.056           -0.051          -0.061          
1967   9        -0.076          -0.056           -0.051          -0.061          
1967   10       -0.003          -0.056           -0.050          -0.061          
1967   11       -0.092          -0.055           -0.050          -0.060          
1967   12       -0.092          -0.055           -0.050          -0.060          
1968   1        -0.029          -0.055           -0.050          -0.060          
1968   2        0.007           -0.055           -0.050          -0.060          
1968   3        -0.020          -0.055           -0.050          -0.060          
1968   4        -0.132          -0.054           -0.049          -0.060          
1968   5        -0.045          -0.054           -0.049          -0.059          
1968   6        -0.078          -0.054           -0.049          -0.059          
1968   7        -0.027          -0.054           -0.049          -0.059          
1968   8        0.036           -0.054           -0.049          -0.059          
1968   9        -0.027          -0.054           -0.049          -0.059          
1968   10       0.030           -0.053           -0.048          -0.059          
1968   11       0.009           -0.053           -0.048          -0.058          
1968   12       0.069           -0.053           -0.048          -0.058          
1969   1        0.075           -0.053           -0.048          -0.058          
1969   2        0.092           -0.053           -0.048          -0.058          
1969   3        -0.066          -0.053           -0.047          -0.058          
1969   4        0.082           -0.052           -0.047          -0.058          
1969   5        0.010           -0.052           -0.047          -0.057          
1969   6        0.026           -0.052           -0.047          -0.057          
1969   7        -0.055          -0.052           -0.047          -0.057          
1969   8        -0.056          -0.052           -0.047          -0.057          
1969   9        0.003           -0.052           -0.046          -0.057          
1969   10       -0.025          -0.051           -0.046          -0.056          
1969   11       -0.071          -0.051           -0.046          -0.056          
1969   12       0.005           -0.051           -0.046          -0.056          
1970   1        -0.002          -0.051           -0.046          -0.056          
1970   2        -0.042          -0.051           -0.046          -0.056          
1970   3        -0.075          -0.051           -0.045          -0.056          
1970   4        -0.126          -0.050           -0.045          -0.055          
1970   5        -0.109          -0.050           -0.045          -0.055          
1970   6        -0.060          -0.050           -0.045          -0.055          
1970   7        -0.064          -0.050           -0.045          -0.055          
1970   8        -0.086          -0.050           -0.045          -0.055          
1970   9        -0.082          -0.049           -0.044          -0.055          
1970   10       -0.046          -0.049           -0.044          -0.054          
1970   11       -0.016          -0.049           -0.044          -0.054          
1970   12       0.018           -0.049           -0.044          -0.054          
1971   1        -0.111          -0.049           -0.044          -0.054          
1971   2        -0.151          -0.049           -0.043          -0.054          
1971   3        -0.050          -0.048           -0.043          -0.054          
1971   4        -0.022          -0.048           -0.043          -0.053          
1971   5        -0.069          -0.048           -0.043          -0.053          
1971   6        -0.038          -0.048           -0.043          -0.053          
1971   7        -0.036          -0.048           -0.043          -0.053          
1971   8        -0.022          -0.048           -0.042          -0.053          
1971   9        -0.042          -0.047           -0.042          -0.053          
1971   10       -0.074          -0.047           -0.042          -0.052          
1971   11       -0.089          -0.047           -0.042          -0.052          
1971   12       -0.059          -0.047           -0.042          -0.052          
1972   1        -0.093          -0.047           -0.042          -0.052          
1972   2        -0.002          -0.047           -0.041          -0.052          
1972   3        0.035           -0.046           -0.041          -0.052          
1972   4        0.018           -0.046           -0.041          -0.051          
1972   5        -0.035          -0.046           -0.041          -0.051          
1972   6        -0.014          -0.046           -0.041          -0.051          
1972   7        0.018           -0.046           -0.040          -0.051          
1972   8        0.021           -0.045           -0.040          -0.051          
1972   9        0.000           -0.045           -0.040          -0.051          
1972   10       -0.043          -0.045           -0.040          -0.050          
1972   11       -0.003          -0.045           -0.040          -0.050          
1972   12       -0.001          -0.045           -0.040          -0.050          
1973   1        0.026           -0.045           -0.039          -0.050          
1973   2        -0.011          -0.044           -0.039          -0.050          
1973   3        -0.020          -0.044           -0.039          -0.049          
1973   4        -0.190          -0.044           -0.039          -0.049          
1973   5        -0.109          -0.044           -0.039          -0.049          
1973   6        -0.090          -0.044           -0.039          -0.049          
1973   7        -0.097          -0.044           -0.038          -0.049          
1973   8        -0.092          -0.043           -0.038          -0.049          
1973   9        -0.091          -0.043           -0.038          -0.048          
1973   10       -0.086          -0.043           -0.038          -0.048          
1973   11       -0.003          -0.043           -0.038          -0.048          
1973   12       0.051           -0.043           -0.037          -0.048          
1974   1        -0.053          -0.043           -0.037          -0.048          
1974   2        -0.057          -0.042           -0.037          -0.048          
1974   3        0.065           -0.042           -0.037          -0.047          
1974   4        0.018           -0.042           -0.037          -0.047          
1974   5        -0.054          -0.042           -0.037          -0.047          
1974   6        -0.011          -0.042           -0.036          -0.047          
1974   7        -0.009          -0.041           -0.036          -0.047          
1974   8        -0.040          -0.041           -0.036          -0.047          
1974   9        -0.067          -0.041           -0.036          -0.046          
1974   10       -0.128          -0.041           -0.036          -0.046          
1974   11       -0.071          -0.041           -0.035          -0.046          
1974   12       -0.086          -0.041           -0.035          -0.046          
1975   1        -0.139          -0.040           -0.035          -0.046          
1975   2        -0.008          -0.040           -0.035          -0.046          
1975   3        -0.023          -0.040           -0.035          -0.045          
1975   4        -0.089          -0.040           -0.035          -0.045          
1975   5        -0.112          -0.040           -0.034          -0.045          
1975   6        -0.093          -0.040           -0.034          -0.045          
1975   7        -0.055          -0.039           -0.034          -0.045          
1975   8        -0.074          -0.039           -0.034          -0.045          
1975   9        -0.103          -0.039           -0.034          -0.044          
1975   10       0.006           -0.039           -0.034          -0.044          
1975   11       -0.004          -0.039           -0.033          -0.044          
1975   12       -0.110          -0.039           -0.033          -0.044          
1976   1        -0.108          -0.038           -0.033          -0.044          
1976   2        -0.026          -0.038           -0.033          -0.044          
1976   3        -0.075          -0.038           -0.033          -0.043          
1976   4        -0.037          -0.038           -0.032          -0.043          
1976   5        -0.060          -0.038           -0.032          -0.043          
1976   6        -0.051          -0.037           -0.032          -0.043          
1976   7        0.003           -0.037           -0.032          -0.043          
1976   8        0.008           -0.037           -0.032          -0.043          
1976   9        -0.009          -0.037           -0.032          -0.042          
1976   10       -0.049          -0.037           -0.031          -0.042          
1976   11       -0.113          -0.037           -0.031          -0.042          
1976   12       -0.095          -0.036           -0.031          -0.042          
1977   1        -0.154          -0.036           -0.031          -0.042          
1977   2        -0.100          -0.036           -0.031          -0.042          
1977   3        -0.139          -0.036           -0.031          -0.041          
1977   4        -0.177          -0.036           -0.030          -0.041          
1977   5        -0.039          -0.036           -0.030          -0.041          
1977   6        -0.081          -0.035           -0.030          -0.041          
1977   7        -0.091          -0.035           -0.030          -0.041          
1977   8        0.005           -0.035           -0.030          -0.041          
1977   9        0.012           -0.035           -0.029          -0.040          
1977   10       -0.019          -0.035           -0.029          -0.040          
1977   11       -0.007          -0.035           -0.029          -0.040          
1977   12       0.088           -0.034           -0.029          -0.040          
1978   1        0.117           -0.034           -0.029          -0.040          
1978   2        0.092           -0.034           -0.029          -0.039          
1978   3        -0.005          -0.034           -0.028          -0.039          
1978   4        0.015           -0.034           -0.028          -0.039          
1978   5        -0.075          -0.034           -0.028          -0.039          
1978   6        -0.035          -0.033           -0.028          -0.039          
1978   7        -0.024          -0.033           -0.028          -0.039          
1978   8        0.021           -0.033           -0.027          -0.038          
1978   9        0.019           -0.033           -0.027          -0.038          
1978   10       -0.080          -0.033           -0.027          -0.038          
1978   11       -0.135          -0.032           -0.027          -0.038          
1978   12       -0.174          -0.032           -0.027          -0.038          
1979   1        -0.148          -0.032           -0.027          -0.038          
1979   2        0.022           -0.032           -0.026          -0.037          
1979   3        -0.050          -0.032           -0.026          -0.037          
1979   4        -0.049          -0.032           -0.026          -0.037          
1979   5        -0.087          -0.031           -0.026          -0.037          
1979   6        -0.106          -0.031           -0.026          -0.037          
1979   7        -0.046          -0.031           -0.026          -0.037          
1979   8        -0.047          -0.031           -0.025          -0.036          
1979   9        -0.021          -0.031           -0.025          -0.036          
1979   10       0.009           -0.031           -0.025          -0.036          
1979   11       -0.061          -0.030           -0.025          -0.036          
1979   12       0.018           -0.030           -0.025          -0.036          
1980   1        -0.017          -0.030           -0.024          -0.036          
1980   2        0.035           -0.030           -0.024          -0.035          
1980   3        -0.017          -0.030           -0.024          -0.035          
1980   4        -0.025          -0.030           -0.024          -0.035          
1980   5        -0.045          -0.029           -0.024          -0.035          
1980   6        -0.042          -0.029           -0.024          -0.035          
1980   7        -0.070          -0.029           -0.023          -0.035          
1980   8        -0.040          -0.029           -0.023          -0.034          
1980   9        -0.033          -0.029           -0.023          -0.034          
1980   10       -0.074          -0.028           -0.023          -0.034          
1980   11       -0.064          -0.028           -0.023          -0.034          
1980   12       -0.004          -0.028           -0.022          -0.034          
1981   1        -0.005          -0.028           -0.022          -0.034          
1981   2        -0.029          -0.028           -0.022          -0.033          
1981   3        -0.041          -0.028           -0.022          -0.033          
1981   4        -0.055          -0.027           -0.022          -0.033          
1981   5        -0.035          -0.027           -0.022          -0.033          
1981   6        -0.035          -0.027           -0.021          -0.033          
1981   7        -0.064          -0.027           -0.021          -0.033          
1981   8        -0.037          -0.027           -0.021          -0.032          
1981   9        -0.036          -0.027           -0.021          -0.032          
1981   10       0.015           -0.026           -0.021          -0.032          
1981   11       0.073           -0.026           -0.021          -0.032          
1981   12       0.039           -0.026           -0.020          -0.032          
1982   1        -0.066          -0.026           -0.020          -0.032          
1982   2        -0.002          -0.026           -0.020          -0.031          
1982   3        0.078           -0.026           -0.020          -0.031          
1982   4        0.076           -0.025           -0.020          -0.031          
1982   5        -0.069          -0.025           -0.019          -0.031          
1982   6        0.019           -0.025           -0.019          -0.031          
1982   7        0.000           -0.025           -0.019          -0.031          
1982   8        -0.001          -0.025           -0.019          -0.030          
1982   9        0.031           -0.024           -0.019          -0.030          
1982   10       0.076           -0.024           -0.019          -0.030          
1982   11       0.131           -0.024           -0.018          -0.030          
1982   12       0.118           -0.024           -0.018          -0.030          
1983   1        0.215           -0.024           -0.018          -0.030          
1983   2        0.260           -0.024           -0.018          -0.029          
1983   3        0.218           -0.023           -0.018          -0.029          
1983   4        0.057           -0.023           -0.017          -0.029          
1983   5        0.035           -0.023           -0.017          -0.029          
1983   6        0.038           -0.023           -0.017          -0.029          
1983   7        0.073           -0.023           -0.017          -0.029          
1983   8        0.069           -0.023           -0.017          -0.028          
1983   9        0.034           -0.022           -0.017          -0.028          
1983   10       0.000           -0.022           -0.016          -0.028          
1983   11       0.198           -0.022           -0.016          -0.028          
1983   12       -0.046          -0.022           -0.016          -0.028          
1984   1        -0.111          -0.022           -0.016          -0.028          
1984   2        0.016           -0.022           -0.016          -0.027          
1984   3        0.023           -0.021           -0.016          -0.027          
1984   4        -0.010          -0.021           -0.015          -0.027          
1984   5        -0.002          -0.021           -0.015          -0.027          
1984   6        -0.020          -0.021           -0.015          -0.027          
1984   7        -0.027          -0.021           -0.015          -0.027          
1984   8        0.018           -0.020           -0.015          -0.026          
1984   9        0.025           -0.020           -0.014          -0.026          
1984   10       0.033           -0.020           -0.014          -0.026          
1984   11       0.121           -0.020           -0.014          -0.026          
1984   12       -0.068          -0.020           -0.014          -0.026          
1985   1        -0.142          -0.020           -0.014          -0.026          
1985   2        -0.167          -0.019           -0.014          -0.025          
1985   3        -0.142          -0.019           -0.013          -0.025          
1985   4        -0.062          -0.019           -0.013          -0.025          
1985   5        -0.060          -0.019           -0.013          -0.025          
1985   6        -0.026          -0.019           -0.013          -0.025          
1985   7        -0.012          -0.019           -0.013          -0.025          
1985   8        -0.040          -0.018           -0.012          -0.024          
1985   9        0.009           -0.018           -0.012          -0.024          
1985   10       -0.016          -0.018           -0.012          -0.024          
1985   11       -0.098          -0.018           -0.012          -0.024          
1985   12       -0.156          -0.018           -0.012          -0.024          
1986   1        0.032           -0.018           -0.012          -0.024          
1986   2        0.071           -0.017           -0.011          -0.023          
1986   3        0.035           -0.017           -0.011          -0.023          
1986   4        -0.065          -0.017           -0.011          -0.023          
1986   5        0.001           -0.017           -0.011          -0.023          
1986   6        -0.005          -0.017           -0.011          -0.023          
1986   7        -0.024          -0.017           -0.010          -0.023          
1986   8        -0.007          -0.016           -0.010          -0.022          
1986   9        0.000           -0.016           -0.010          -0.022          
1986   10       -0.046          -0.016           -0.010          -0.022          
1986   11       -0.064          -0.016           -0.010          -0.022          
1986   12       -0.016          -0.016           -0.010          -0.022          
1987   1        -0.029          -0.015           -0.009          -0.022          
